Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap,Beta (3Y Monthly),PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est,ticker,url
153.80,152.88,152.000 x 900,152.010 x 1000,151.51 - 153.70,142.00 - 233.47,18995654,44005092,720.098B,1.13,12.78,11.91,2019-01-29,2.92 (1.87%),2018-11-08,218.78,aapl,http://finance.yahoo.com/quote/aapl?p=aapl
